Name,Country,City,Screening Date - Year,Screening Date - Month,Screening Date - Day,Local Release Title,Original Release Title,US Release Title or English Translation,Director,Year of Production,Country of Production,Duration,Series Theme,Nature of Screening,Provenance of Print,Other Notes
Gente de Cine,Argentina,Buenos Aires,1952,August,20,El estudiante de Praga,Der Student von Prag,The Student of Prague,Arthur Robison,1937,Germany,feature,Lo sobrenatural en el cine alemán,repeat,,
Gente de Cine,Argentina,Buenos Aires,1952,August,27,El ángel azul,Der blaue engel,The Blue Angel,Josef von Sternberg,1930,Germany,feature,De la obra de Josef von Sternberg,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,3,Fatalidad,Dishonored,Dishonored,Josef von Sternberg,1931,United States,feature,De la obra de Josef von Sternberg,,,
Gente de Cine,Argentina,Buenos Aires,1952,August,27,El expreso de Shanghai,Shanghai Express,Shanghai Express,Josef von Sternberg,1932,United States,feature,De la obra de Josef von Sternberg,,,
Gente de Cine,Argentina,Buenos Aires,1952,July,8,Eterna ilusión,Rendez-vous de Juillet,Rendezvous in July,Jacques Becker,1949,France,feature,Los premios 1951 en Gente de Cine,repeat,,
Gente de Cine,Argentina,Buenos Aires,1952,July,8,Los isleros,Los isleros,The Islanders,Lucas Demare,1951,Argentina,feature,Los premios 1951 en Gente de Cine,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,3,El extraño,The Stranger,The Stranger,Orson Welles,1946,United States,feature,De la obra de Orson Welles,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,10,La dama de Shanghai,The Lady from Shanghai,The Lady from Shanghai,Orson Welles,1947,United States,feature,De la obra de Orson Welles,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,10,La tragedia de Macbeth,Macbeth,Macbeth,Orson Welles,1948,United States,feature,De la obra de Orson Welles,repeat,,
Gente de Cine,Argentina,Buenos Aires,1952,September,6,Nana,Nana,Nana,Jean Renoir,1926,France,feature,De la obra de Claude Autant-Lara,fragment,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El correo de Lyon,L'affaire du courrier de Lyon,Courier of Lyon,Maurice Lehmann,1937,France,feature,De la obra de Claude Autant-Lara,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El pecado de todos,Le ruisseau,The Stream,Maurice Lehmann,1938,France,feature,De la obra de Claude Autant-Lara,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,6,Cartas de amor,Lettres d'amour,Lettres d'amour,Claude Autant-Lara,1942,France,feature,De la obra de Claude Autant-Lara,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1952,September,13,Pasión de una noche,Douce,Love Story,Claude Autant-Lara,1945,France,feature,De la obra de Claude Autant-Lara,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,13 and 20,Silvia y el fantasma,Sylvie et le fantôme,Sylvia and the Ghost,Claude Autant-Lara,1946,France,feature,De la obra de Claude Autant-Lara,preview screening; fragment,,
Gente de Cine,Argentina,Buenos Aires,1952,September,20,El diablo y la dama,Le diable au corps,Devil in the Flesh,Claude Autant-Lara,1947,France,feature,De la obra de Claude Autant-Lara,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,17,La dolorosa,La dolorosa,Our Lady of Sorrows,Jean Grémillon,1934,Spain,feature,De la obra de Jean Gremillon,fragment,,
Gente de Cine,Argentina,Buenos Aires,1952,September,17,El vals del emperador,Valse royale,Royal Waltz,Jean Grémillon,1936,"France, Germany",feature,De la obra de Jean Gremillon,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,17,Aguas borrascosas,Remorques,Stormy Waters,Jean Grémillon,1941,France,feature,De la obra de Jean Gremillon,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,9 and 16,Lumière d'été,Lumière d'été,Lumière d'été,Jean Grémillon,1943,France,feature,De la obra de Jean Gremillon,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1952,September,27,Heroica pasión,Le ciel est à vous,The Woman who Dared,Jean Grémillon,1944,France,feature,De la obra de Jean Gremillon,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1952,September,16 and 23,Nous les gosses,Nous les gosses,Portrait of Innocence,Louis Daquin,1941,France,feature,De la obra de Louis Daquin,repeat,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Alma de alpinista,Premier de cordée,Premier de cordée,Louis Daquin,1944,France,feature,De la obra de Louis Daquin,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Les frères Bouquinquant,Les frères Bouquinquant,The Brothers Bouquinquant,Louis Daquin,1948,France,feature,De la obra de Louis Daquin,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1952,September,24,Rayando el sol,Rayando el sol,Celestial Light,Roberto Gavaldón,1944,Mexico,feature,Primeros films de Roberto Gavaldón,,,
Gente de Cine,Argentina,Buenos Aires,1952,September,24,La barraca,La baracca,The Hut,Roberto Gavaldón,1946,Mexico,feature,Primeros films de Roberto Gavaldón,,,
Gente de Cine,Argentina,Buenos Aires,1952,December,17,El monstruo de barro ,Le golem,The Golem,Julien Duvivier,1936,"France, Czechoslovakia",feature,Revisión de cine francés,,Monitor,
Gente de Cine,Argentina,Buenos Aires,1952,,,La gran ilusión,La grande illusion,Grand Illusion,Jean Renoir,1937,France,feature,Revisión de cine francés,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La muelle de las brumas,Quai des brumes,Port of Shadows,Marcel Carné,1938,France,feature,Revisión de cine francés,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La bestia humana,La bête humaine,La bête humaine,Jean Renoir,1939,France,feature,Revisión de cine francés,,,
Gente de Cine,Argentina,Buenos Aires,1952,December,2,Las damas del bosque de Bolonia,Les dames du Bois de Boulogne,,Robert Bresson,1944,France,feature,Revisión de cine francés,preview screening,Alianza Francesa,
Gente de Cine,Argentina,Buenos Aires,1952,December,17,Pánico,Panique,Panic,Julien Duvivier,1947,France,feature,Revisión de cine francés,,AAA,
Gente de Cine,Argentina,Buenos Aires,1952,,,Dernières vacances,Dernières vacances,The Last Vacation,Roger Leenhardt,1949,France,feature,Revisión de cine francés,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1952,December,20,El secreto de Mayerling,Le secret de Mayerling,The Secret of Mayerling,Jean Delannoy,1949,France,feature,Revisión de cine francés,preview screening,Cinematográfica Independencia,
Gente de Cine,Argentina,Buenos Aires,1952,,,Al caer la noche,Night Must Fall,Night Must Fall,Richard Thorpe,1937,United States,feature,"Robert Montgomery, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1952,,,"Ama, vive y aprende","Live, Love and Learn","Live, Love and Learn",George Fitzmaurice,1937,United States,feature,"Robert Montgomery, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Fuimos los sacrificados,They Were Expendable, They Were Expendable,John Ford,1945,United States,feature,"Robert Montgomery, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El conde de Chicago,The Earl of Chicago,The Earl of Chicago,Richard Thorpe,1939,United States,feature,"Robert Montgomery, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La dama en el lago,Lady in the Lake,Lady in the Lake,Robert Montgomery,1946,United States,feature,"Robert Montgomery, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Del lodo brotó una flor,Ride the Pink Horse,Ride the Pink Horse,Robert Montgomery,1947,United States,feature,"Robert Montgomery, actor y director",,,
Gente de Cine,Argentina,Buenos Aires,1952,,,No toques el banjo,Ragtime Bear,Ragtime Bear,John Hubley,1949,United States,short,Dibujos animados de la serie de U.P.A.,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El galgo cazador,Spellbound Hound,Spellbound Hound,"Pete Burness, John Hubley",1950,United States,short,Dibujos animados de la serie de U.P.A.,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La hija del minero,The Miner's Daughter,The Miner's Daughter,"Robert Cannon, John Hubley",1950,United States,short,Dibujos animados de la serie de U.P.A.,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,"Arre, caballo",Giddyap,Giddyap,Art Babbitt,1950,United States,short,Dibujos animados de la serie de U.P.A.,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Seguro arriesgado,Trouble Indemnity,Trouble Indemnity,"Pete Burness, John Hubley",1950,United States,short,Dibujos animados de la serie de U.P.A.,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Mi casa en venta,Bungled Bungalow,Bungled Bungalow,"Pete Burness, John Hubley",1951,United States,short,Dibujos animados de la serie de U.P.A.,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Celos infantiles,Family Circus,Family Circus,"Art Babbitt, John Hubley",1951,United States,short,Dibujos animados de la serie de U.P.A.,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Jorge y el dragón,Georgie and the Dragon,Georgie and the Dragon,"Robert Cannon, John Hubley",1951,United States,short,Dibujos animados de la serie de U.P.A.,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Tumultos,Tumultes,Storms of Passion,Robert Siodmak,1932,Germany,feature,De la obra de Robert Siodmak,,,French-language version
Gente de Cine,Argentina,Buenos Aires,1952,,,El misterioso Mr. Flow,Mr. Flow,Compliments of Mr. Flow,Robert Siodmak,1936,France,feature,De la obra de Robert Siodmak,repeat,,
Gente de Cine,Argentina,Buenos Aires,1952,,,A medianoche en París,Pièges,Personal Column,Robert Siodmak,1939,France,feature,De la obra de Robert Siodmak,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La dama fantasma,Phantom Lady,Phantom Lady,Robert Siodmak,1943,United States,feature,De la obra de Robert Siodmak,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,"M, el vampiro negro","M, ein stadt sucht einen morder",M,Fritz Lang,1931,Germany,feature,Fritz Lang en el comienzo del sonoro,repeat,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El testamento del doctor Mabuse,Das testament von doktor Mabuse,The Testament of Dr. Mabuse,Fritz Lang,1932,Germany,feature,Fritz Lang en el comienzo del sonoro,repeat,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Gunga Din,Gunga Din,Gunga Din,George Stevens ,1939,United States,feature,De la obra de George Stevens,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,La mujer del año,Woman of the Year,Woman of the Year,George Stevens ,1942,United States,feature,De la obra de George Stevens,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,El amor llamó dos veces,The More the Merrier,The More the Merrier,George Stevens ,1943,United States,feature,De la obra de George Stevens,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Recuerdos de mi madre,I Remember Mama,I Remember Mama,George Stevens ,1947,United States,feature,De la obra de George Stevens,,,
Gente de Cine,Argentina,Buenos Aires,1952,December,3,Don Quijote,Don Quichotte,Don Quixote,Georg Wilhelm Pabst,1933,"France, United Kingdom",feature,De la obra de G.W. Pabst,repeat,Dirección General de Espectáculos Públicos,
Gente de Cine,Argentina,Buenos Aires,1952,December,3,El drama de Shanghai,Le drame de Shanghai,The Shanghai Drama,Georg Wilhelm Pabst,1938,France,feature,De la obra de G.W. Pabst,,Adoca,
Gente de Cine,Argentina,Buenos Aires,1952,December,10,La locura del jazz,Syncopation,Syncopation,William Dieterle,1941,United States,feature,El jazz en el cine americano,repeat,RKO,
Gente de Cine,Argentina,Buenos Aires,1952,December,10,Una cabaña en las nubes,Cabin in the Sky,Cabin in the Sky,Vincente Minnelli,1942,United States,feature,El jazz en el cine americano,,Metro Goldwyn Mayer,
Gente de Cine,Argentina,Buenos Aires,1952,December,16,Coal Face,Coal Face,Coal Face,Alberto Cavalcanti,1935,United Kingdom,short,Cine documental y plástico,,Cinemateca Uruguaya,No Spanish subtitles
Gente de Cine,Argentina,Buenos Aires,1952,,,Sinfonia en negro,Black Symphony,Black Symphony,Unknown,1937,Unknown,unknown,Cine documental y plástico,,,
Gente de Cine,Argentina,Buenos Aires,1952,May,31,Londres musical,Unknown,Unknown,Unknown,1937,United Kingdom,unknown,Cine documental y plástico,,,
Gente de Cine,Argentina,Buenos Aires,1952,May,31,Londres terminal,London Terminus,London Terminus,George Cooper,1944,United Kingdom,short,Cine documental y plástico,repeat,,Available at https://film.britishcouncil.org/resources/film-archive/london-terminus; dated to 1938 in program
Gente de Cine,Argentina,Buenos Aires,1952,May,24,Noche de primavera,Spring Night,Spring Night,Tatiana Tuttle,1935,United Kingdom,short,Cine documental y plástico,,,
Gente de Cine,Argentina,Buenos Aires,1952,May,24,Compás futurista,,,,,,,,,,
Gente de Cine,Argentina,Buenos Aires,1952,May,24,Viento de azúcar,Unknown,Unknown,Charles V. Herbert,1940,Unknown,unknown,Cine documental y plástico,repeat,,
Gente de Cine,Argentina,Buenos Aires,1952,December,16,El poder y la tierra,Power and the Land,Power and the Land,Joris Ivens,1940,United States,short,Cine documental y plástico,,Cinemateca Uruguaya,No Spanish subtitles
Gente de Cine,Argentina,Buenos Aires,1952,August,29,Tiempo en el sol,,,,,,,,,,
Gente de Cine,Argentina,Buenos Aires,1952,,,Unknown,Autour d'un film de montagne,Around a Mountain Film,Alain Pol,1943,France,short,Cine documental y plástico,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La fuerza bruta,Of Mice and Men,Of Mice and Men,Lewis Milestone,1939,United States,feature,De la obra de Lewis Milestone,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Un paseo en el sol,A Walk in the Sun,A Walk in the Sun,Lewis Milestone,1946,United States,feature,De la obra de Lewis Milestone,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Tiempo en el sol,Time in the Sun,Time in the Sun,Marie Seton,1940,"Mexico, United States",feature,Eisenstein y su influencia en México,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Los de abajo,Los de abajo,The Underdogs,Chano Urueta,1940,Mexico,feature,Eisenstein y su influencia en México,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Unknown,Le rideau cramoisi,The Crimson Curtain,Alexandre Astruc,1952,France,short,Homenaje personal a Alexandre Astruc,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Noticiero argentino,Noticiero argentino,Argentine newsreel (not identified),Unknown,1912,Argentina,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Noticiero Pathé,Pathé journal,Pathé Journal,Pathé,1913,France,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Bizarro soldado,Unknown,Unknown,Unknown,1915,Unknown,unknown,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La melodía del mundo,Melodie der welt,Melody of the World,Walter Ruttman,1929,Germany,short,Diferentes estilos de cine documental,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,October,9,Zuiderzee,Zuiderzeewerken,Zuiderzee,Joris Ivens,1930,Netherlands,short,Diferentes estilos de cine documental,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,October,18 and 23,El hombre de Aran,Man of Aran,Man of Aran,Robert Flaherty,1934,United Kingdom,feature,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,November,20,El rey de Mont Blanc,Der König vom Montblanc,The King of Montblanc,Arnold Fanck,1934,Germany,feature,Diferentes estilos de cine documental,not a documentary,,
Gente de Cine,Argentina,Buenos Aires,1953,October,10 and 11,Tigre,Tigre,Tigre,Carlos Alberto Pessano,1941,Argentina,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,October,24 and 25,Playa Grande,Playa Grande,Playa Grande,Carlos Alberto Pessano,1943,Argentina,short,Diferentes estilos de cine documental,,,Available at https://patrimonio.archivioluce.com/luce-web/detail/IL3000052414/1/rocciatori-ed-aquile.html?startPage=0
Gente de Cine,Argentina,Buenos Aires,1953,,,Unknown,Rocciatori ed Aquile,Rockclimbers and Eagles,Arturo Gemmiti,1942,Italy,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,La gaviota o la lucha por la vida,Trut!,The Gull,Arne Sucksdorff,1944,Sweden,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,October,3 and 4,Restos,Épaves,Shipwrecks,Jacques-Yves Cousteau,1946,France,short,Diferentes estilos de cine documental,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Caballo salvaje,Unknown,Unknown,Unknown,1945,Unknown,unknown,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,November,20,Temerarios,The Overlanders,The Overlanders,Harry Watt,1946,United Kingdom,short,Diferentes estilos de cine documental,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Tempestad sobre los Alpes,Tempête sur les Alpes,Storm over the Alps,Marcel Ichac,1946,France,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,August,21,La batalla del agua pesada,La bataille de l'eau lourde,Operation Swallow: The Battle for Heavy Water,Titus Vibe-Müller,1948,"France, Norway",feature,Diferentes estilos de cine documental,preview screening; film is a historical reconstruction,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Ritmo de una ciudad,Människor i Stad,Symphony of a City,Arne Sucksdorff,1947,Sweden,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,October,9,La obra científica de Pasteur,L'oeuvre scientifique de Pasteur,The Scientific Work of Louis Pasteur,"Georges Rouquier, Jean Painlevé",1947,France,short,Diferentes estilos de cine documental,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,May,2,Balzac,Balzac,Balzac,Jean Vidal,1951,France,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,June,27 and 28,Unknown,Le chèvre de Monsieur Seguin,Monsieur Seguin's Goat,François Gir,1950,France,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,July,3,Saint-Paul-de-Vence,Saint Paou AKA Saint-Paul-de-Vence,Saint-Paul-de-Vence,Robert Mariaud,1951,France,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,August,7,Monsieur Fabre,Monsieur Fabre,Monsieur Fabre,Henri Diamant-Berger,1951,France,feature,Diferentes estilos de cine documental,"preview screening; biopic, not a documentary",,
Gente de Cine,Argentina,Buenos Aires,1953,May,2,Colette,Colette,Colette,Yannick Bellon,1951,France,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,July,3,Miserere,Miserere,Miserere,Frédérique Durand,1951,France,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,July,3,André Gide,Avec André Gide,André Gide,Marc Allégret,1952,France,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,September,18,...Y ahora Miguel,"And Now, Miguel","And Now, Miguel",Joseph Krumgold,1953,United States,short,Diferentes estilos de cine documental,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,"July, October","3, 9",Enciclopedia,"L'encyclopédie filmée: alchimie, azur, absence",Encyclopedia,Jean Grémillon,1952,France,short,Diferentes estilos de cine documental,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,El gran Méliès,Le grand Méliès,The Great Méliès,Georges Franju,1952,France,short,Diferentes estilos de cine documental,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Crin blanca,Crin blanc,White Mane,Albert Lamorisse,1953,France,short,Diferentes estilos de cine documental,preview screening; not a documentary,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Siete viajes,In jenen tagen,In Those Days,Helmut Kautner,1947,West Germany,feature,Realizadores alemanes de posguerra,,,
Gente de Cine,Argentina,Buenos Aires,1953,April,4,Los asesinos están entre nosotros,Die morder sind unter uns,The Murderers are Among Us,Wolfgang Staudte,1946,West Germany,feature,Realizadores alemanes de posguerra,,,
Gente de Cine,Argentina,Buenos Aires,1953,,,Balada berlinesa,Berliner Ballade,The Berliner,Robert Stemmele,1948,West Germany,feature,Realizadores alemanes de posguerra,,,
Gente de Cine,Argentina,Buenos Aires,1953,April,11,El clamor humano,Home of the Brave,Home of the Brave,Mark Robson,1949,United States,feature,Cine social norteamericano,,,
Gente de Cine,Argentina,Buenos Aires,1953,April,18,El grito de la furia,Try and Get Me,Try and Get Me,Cy Endfield,1950,United States,feature,Cine social norteamericano,,,AKA The Sound of Fury
Gente de Cine,Argentina,Buenos Aires,1953,April ,17,La vida color de rosa,La vie en rose,"A Merry Life, The Loves of Colette",Jean Faurez,1948,France,feature,Realismo francés en la comedia y el drama,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,April,25,La granja de los siete pecados,La ferme des sept péchés,La ferme des sept péchés,Jean Devaivre,1950,France,feature,Realismo francés en la comedia y el drama,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,May,2,Corazón fiel,Coeur fidèle,Coeur fidèle,Jean Epstein,1923,France,feature,Homenaje a Jean Epstein,"repeat, fragment",,
Gente de Cine,Argentina,Buenos Aires,1953,May,2,El hundimiento de la casa Usher,La chute de la maison Usher,The Fall of the House of Usher,Jean Epstein,1928,France,feature,Homenaje a Jean Epstein,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,May,2,El espejo de tres lunas,La glace à trois faces,The Three-Sided Mirror,Jean Epstein,1928,France,feature,Homenaje a Jean Epstein,fragment,,
Gente de Cine,Argentina,Buenos Aires,1953,May,9 and 10,Marius,Marius,Marius,Alexander Korda,1931,France,feature,De la obra de Marcel Pagnol,,,Multiple screenings
Gente de Cine,Argentina,Buenos Aires,1953,May,10 and 25,Fanny,Fanny,Fanny,Marc Allégret,1932,France,feature,De la obra de Marcel Pagnol,,,Film shown over two nights
Gente de Cine,Argentina,Buenos Aires,1953,May and June,31 and 12,César,César,César,Marcel Pagnol,1936,France,feature,De la obra de Marcel Pagnol,,,
Gente de Cine,Argentina,Buenos Aires,1953,May,15 and 25,"Angela, la hija del chacarero",Angèle,Angèla,Marcel Pagnol,1934,France,feature,De la obra de Marcel Pagnol,,,
Gente de Cine,Argentina,Buenos Aires,1953,May,30 and 31,La mujer del panadero,La femme du boulanger,The Baker's Wife,Marcel Pagnol,1938,France,feature,De la obra de Marcel Pagnol,,,Multiple screenings
Gente de Cine,Argentina,Buenos Aires,1953,June,5 and 12,La hija del pocero,La fille du puisatier,The Well-Digger's Daughter,Marcel Pagnol,1940,France,feature,De la obra de Marcel Pagnol,,,Multiple screenings
Gente de Cine,Argentina,Buenos Aires,1953,May,16 and 17,La carreta fantas,La charrette fantôme,The Phantom Wagon,Julien Duvivier,1939,France,feature,Un film de Julien Duvivier,,,Multiple screenings
Gente de Cine,Argentina,Buenos Aires,1953,May,24,El Cristo prohibido,Il Cristo proibito,The Forbidden Christ,Curzio Malaparte,1951,Italy,feature,El debut de Curzio Malaparte,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,April,24,El milagro,Il miracolo,The Miracle,Roberto Rossellini,1947,Italy,feature,Un film de Roberto Rossellini,"repeat, preview screening (?)",,
Gente de Cine,Argentina,Buenos Aires,1953,,,Somos todos asesinos,Nous sommes tous des assassins,We are All Murderers,André Cayette,1952,France,feature,Un film de André Cayette,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,July,11 and 12,Las aventuras de Toribio,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Los cómicos famosos,,,Film starring André Deed; could be Italian or French film
Gente de Cine,Argentina,Buenos Aires,1953,July,11 and 12,Bebé detective,Bébé detective,"Jimmie, the Detective",Louis Feuillade,1911,France,short,Los cómicos famosos,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,July,11 and 12,El duelo de Polidoro,Il primo duello di Polidor,Polidor's First Duel,Ferdinand Guillaume,1913,Italy,short,Los cómicos famosos,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,July,11 and 12,Max en el music hall,Au music hall,At the Music Hall,Max Linder,1911,France,short,Los cómicos famosos,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,June ,6 and 7,Carlitos utilero,The Property Man,The Property Man,Charles Chaplin,1914,United States,short,Los cómicos famosos,,Majestic,
Gente de Cine,Argentina,Buenos Aires,1953,July,17,Armas al hombro,Shoulder Arms,Shoulder Arms,Charles Chaplin,1918,United States,short,Los cómicos famosos,,,
Gente de Cine,Argentina,Buenos Aires,1953,July,11 and 12,El pibe,The Kid,The Kid,Charles Chaplin,1921,United States,feature,Los cómicos famosos,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,June,13 and 14,El loco de la villa,Haunted Spooks,Haunted Spooks,"Alfred Goulding, Hal Roach",1920,United States,feature,Los cómicos famosos,,,Not a definitive identification
Gente de Cine,Argentina,Buenos Aires,1953,July,17,El mago de Oz,The Wizard of Oz,The Wizard of Oz,Larry Semon,1925,United States,feature,Los cómicos famosos,,,
Gente de Cine,Argentina,Buenos Aires,1953,July,11 and 12,El niñero,Say it with Babies,Say it with Babies,Fred Guiol,1926,United States,short,Los cómicos famosos,,,
Gente de Cine,Argentina,Buenos Aires,1953,July,11 and 12,El campeón de billar,California or Bust,California or Bust,Craig Hutchinson,1923,United States,short,Los cómicos famosos,,,Not a definitive identification
Gente de Cine,Argentina,Buenos Aires,1953,June,13 and 14,El hombre mosca,Safety Last!,Safety Last!,"Fred Newmeyer, Sam Taylor",1923,United States,feature,Los cómicos famosos,,Cinemateca Argentina,
Gente de Cine,Argentina,Buenos Aires,1953,June,20 and 21,Viva la audacia,Sherlock Jr.,Sherlock Jr. ,Buster Keaton,1924,United States,feature,Los cómicos famosos,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,July,17,Oliver VIII,Oliver the Eighth,Oliver the Eighth,Lloyd French,1934,United States,short,Los cómicos famosos,,,Date given in program as 1923
Gente de Cine,Argentina,Buenos Aires,1953,June,20 and 21,La heredera de la mina,She's Oil Mine,She's Oil Mine,Jules White,1941,United States,short,Los cómicos famosos,,,Not a definitive identification; date given in program as 1923
Gente de Cine,Argentina,Buenos Aires,1953,June,6 and 7,El circo,The Circus,The Circus,Charles Chaplin,1928,United States,feature,Los cómicos famosos,,Cinemateca Argentina,
Gente de Cine,Argentina,Buenos Aires,1953,July,4 and 5,Tres locos a bordo,Monkey Business,Monkey Business,Norman McLeod,1931,United States,feature,Los cómicos famosos,repeat,,
Gente de Cine,Argentina,Buenos Aires,1953,July,17,Cantinflas boxeador,Cantinflas boxeador,Cantinflas the Boxer,Fernando Rivero,1940,Mexico,short,Los cómicos famosos,,,
Gente de Cine,Argentina,Buenos Aires,1953,June,20 and 21,Cabalgata alegre,Show Business,Show Business,Edwin Marin,1943,United States,feature,Los cómicos famosos,,,
Gente de Cine,Argentina,Buenos Aires,1953,July,4 and 5,Loquibambia,Hellzapoppin',Hellzapoppin',Henry Codman Potter,1941,United States,feature,Los cómicos famosos,,,
Gente de Cine,Argentina,Buenos Aires,1953,July,17,Nace un astro,A Song is Born,A Song is Born,Howard Hawks,1948,United States,feature,Los cómicos famosos,,,
Gente de Cine,Argentina,Buenos Aires,1953,June,27 and 28,Día de fiesta,Jour de fête,The Big Day,Jacques Tati,1949,France,feature,Los cómicos famosos,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,June,5,Los siete pecados capitales,Les sept péchés capitaux,The Seven Deadly Sins,"Eduardo de Filippo, Jean Dréville, Roberto Rosselllini, Yves Allégret, Carlo Rim, Claude Autant-Lara",1952,"France, Italy",omnibus,El film en seis episodios,preview screening,,
Gente de Cine,Argentina,Buenos Aires,1953,July,18 and 19,El viejo actor,The Old Actor,The Old Actor,D.W. Griffith,1912,United States,short,De la obra de D.W. Griffith,,,
Gente de Cine,Argentina,Buenos Aires,1953,June,17,Intolerancia,Intolerance,Intolerance,D.W. Griffith,1916,United States,feature,De la obra de D.W. Griffith,,,
