Nombre del club,País,Ciudad,Año de la proyección,Mes de la proyección ,Día de la proyección,Título en español,Título original,Director,Año de producción,País de producción,Corto/largometraje,Ciclo,Lugar de proyección,"Tipo de proyección (repetiticiones, fragmentoos)",Procedencia,Otras notes
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,,Boogie-Doodle,Norman McLaren,1941,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,,Hen Hop,Norman McLaren,1942,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,Cantos populares,Chants populaires,Norman McLaren,1946,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,,Pen point percussion,Norman McLaren,1946,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,Una fantasía,A Phantasy,Norman McLaren,1946,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,,Hoppity Hop,Norman McLaren,1946,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,,Fiddle-De-Dee,Norman McLaren,1947,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,,Poulette grise,Norman McLaren,1947,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,,Begone Dull Care,Norman McLaren,1949,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,Vecinos,Neighbours,Norman McLaren,1952,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,repetición,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,10,,Rhythmetic,Norman McLaren,1955,Canadá,corto,Canadá: El National Film Board - La obra de Norman McLaren,,,,Presentation by Juan Agustín Mahieu 
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,6,Los colores marzoan,marzoing the Colours,Guy Clover,1950,Canadá,corto,Canadá: El National Film Board - La influencia de Norman McLaren,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Dos joyas de la arquitectura gótica,Dva Klenoty gottuke architectury,Frantisec Lukas,1951,Checoslovaquia,corto,Tres aspectos del cine checo: El film de arte,,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Del viejo Imperio,Haškovy povídky ze starého mocnářství ,Miroslav Hubacek,1952,Checoslovaquia,largometraje,Tres aspectos del cine checo: La sátira al pasado,,preestreno,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Sirena,Siréna,Karel Steklý,1947,Checoslovaquia,largometraje,Tres aspectos del cine checo: El film social,,preestreno,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Color en el cine mudo: Recopilación de Raúl Gerez,,,Desconocido,,,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Frescos de iglesias danesas,Kalkmalerier,Luciano Emmer,1955,Dinamarca,corto,El cine danés: El film de arte,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El cuento de mi vida,,Jorgen Roos,,Dinamarca,corto,"El cine danés: Andersen, su vida y su obra",,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El impávido soldado de plomo,,Ivo Caprino,1955,Noruega,corto,"El cine danés: Andersen, su vida y su obra",,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,6,Tiempo en el sol,Time in the Sun,"Sergei Eisenstein, Marie Seton",1939,México,largometraje,Eisenstein y su influencia en Méjico,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,13,María Candelaria,,Emilio Fernández,1943,México,largometraje,Eisenstein y su influencia en Méjico,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Prehistoria,His Prehistoric Past,Charles Chaplin,1914,Estados Unidos,corto,Estados Unidos: La edad de oro del cine cómico,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,24,Carlitos en las termas,The Cure,Charles Chaplin,1921,Estados Unidos,corto,Estados Unidos: La edad de oro del cine cómico,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El pibe,The Kid,Charles Chaplin,1921,Estados Unidos,corto,Estados Unidos: La edad de oro del cine cómico,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El universitario,Battling Butler,Buster Keaton,1926,Estados Unidos,largometraje,Estados Unidos: La edad de oro del cine cómico,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La tempestad,,,,Estados Unidos,,Estados Unidos: Comienzos y apogeo del star system,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El cordero,The Lamb,Christy Cabanne,1915,Estados Unidos,,Estados Unidos: Comienzos y apogeo del star system,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Viejo Heidelberg,Old Heidelberg,John Emerson,1916,Estados Unidos,,Estados Unidos: Comienzos y apogeo del star system,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El hijo del Sheik,The Son of the Sheik,George Fitzmaurice,1926,Estados Unidos,,Estados Unidos: Comienzos y apogeo del star system,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Fuera de la ley,The Fugitive,Reginald Barker,1914,Estados Unidos,,Estados Unidos: El western,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La carreta,The Covered Wagon,James Cruze,1923,Estados Unidos,,Estados Unidos: El western,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"Nanook, el esquimal",Nanook of the North,Robert Flaherty,1922,Estados Unidos,largometraje,Estados Unidos: Un film de Flaherty,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"Vida y muerte de 9413, un extra de Hollywood","Life and Death of 9413, a Hollywood Extra","Robert Florey, Slavko Vorkapich",1928,Estados Unidos,corto,Estados Unidos: La vanguardia,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Agonía de una espía,The Spy,Charles Vidor,1931,Estados Unidos,corto,Estados Unidos: La vanguardia,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Redes en el atardecer,Meshes of the Afternoon,"mayoa Deren, Alexander Hammid",1943,Estados Unidos,corto,Estados Unidos: La vanguardia,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El día de la madre,Mother's Day,James Broughton,1948,Estados Unidos,corto,Estados Unidos: La vanguardia,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Light Reflections,Jim Davis,1949,Estados Unidos,corto,Estados Unidos: La vanguardia,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La pavane del moro,Moor's Pavane,Walter V. Strate,1950,Estados Unidos,corto,Estados Unidos: La vanguardia,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Loony Tom,James Broughton,1951,Estados Unidos,corto,Estados Unidos: La vanguardia,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Transatlantic,Philip Stap,1954,Estados Unidos,corto,Estados Unidos: El dibujo animado moderno,,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,The Family of Man,,1954,Estados Unidos,,Estados Unidos: El documental,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Huracán de pasiones,Key Largo,John Huston,1948,Estados Unidos,largometraje,Estados Unidos: Un film de John Huston,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Lumière,Paul Paviot,1953,Francia,,Francia: Historia de los primitivos,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El gran Méliès,Le grand Méliès,Georges Franju,1953,Francia,,Francia: Historia de los primitivos,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,20,El asesinato del Duque de Guise,Le assassinat du Duc de Guise,"Charles Le Bargy, André Calmettes",1908,Francia,corto,"Francia: El ""film d'art"" y otros primitivos",,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,David y Goliath,David et Goliath,"Charles Le Bargy, André Calmettes",1909,Francia,corto,"Francia: El ""film d'art"" y otros primitivos",,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El retorno de Ulises,Le retour d'Ulisses,"Charles Le Bargy, André Calmettes",1909,Francia,corto,"Francia: El ""film d'art"" y otros primitivos",,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El barbero de Sevilla,,,,Francia,corto,"Francia: El ""film d'art"" y otros primitivos",,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"Moises, salvado de las aguas",,,,Francia,corto,"Francia: El ""film d'art"" y otros primitivos",,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La angustia,,,,Francia,corto,"Francia: El ""film d'art"" y otros primitivos",,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La pasarela trágica,,,,Francia,corto,"Francia: El ""film d'art"" y otros primitivos",,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Historia de Juan Morand,Histoire de Jean Morand,René Leprinée,1912,Francia,corto,"Francia: El ""film d'art"" y otros primitivos",,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,20,Salustiano y Miss Margaret,Rigadin et Miss Margaret,Georges Monca,1915,Francia,corto,Francia: Rigadin y Max Linder,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,1905-1910: Selección de Films de Max Linder,,,Francia,,Francia: Rigadin y Max Linder,,fragmento,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Yo acuso,J'accuse,Abel Gance,1919,Francia,largometraje,Francia: La obra de Abel Gance,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Napoléon,Abel Gance,1927,Francia,largometraje,Francia: La obra de Abel Gance,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Rostros de niños,Visages d'enfants,Jacques Feyder,1924,Francia,largometraje,Francia: De la obra de Jacques Feyder,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Carmen,Jacques Feyder,1926,Francia,largometraje,Francia: De la obra de Jacques Feyder,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Gribiche,Jacques Feyder,1926,Francia,largometraje,Francia: De la obra de Jacques Feyder,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Entreacto,Entr'acte,René Clair,1924,Francia,corto,Francia: De la obra de René Clair,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El viaje imaginario,Le voyage imaginaire,René Clair,1925,Francia,largometraje,Francia: De la obra de René Clair,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La presa del viento,La proie du vent,René Clair,1926,Francia,largometraje,Francia: De la obra de René Clair,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Un sombrero de paja de Italia,Un chapeau de paille d'Italie,René Clair,1927,Francia,largometraje,Francia: De la obra de René Clair,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La torre,La tour,René Clair,1928,Francia,largometraje,Francia: De la obra de René Clair,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El vals de París,La valse de Paris,Marcel Achard,1950,Francia,largometraje,Francia: Un film de Marcel Achard,,preestreno,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,7,Las damas del bosque de Boloña,Les dames du Bois de Boulogne,,1944,Francia,largometraje,Francia: Polémica sobre Bresson,,repetición,,Lead by Ricardo L. Serrapelle
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Bim,Albert Lamorisse,1949,Francia,largometraje,Francia: De la obra de Albert Lamorisse,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Crin blanca,Crin blanc,Albert Lamorisse,1953,Francia,corto,Francia: De la obra de Albert Lamorisse,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El castillo de cristal,La chateau de verre,René Clement,1950,Francia,largometraje,Francia: Un film de René Clement,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El canto del ruiseñor,La voix du rossignol,Ladislao Starevich,1922,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,28,,La rose et le réseda,André Michel,1947,Francia,corto,Francia: El cortometraje francés,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,,Paysages du silence,Jacques Yves Costeau,1947,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,13,La revolucion de 1848,1848,,1946,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,28,El bote borracho,Le bateau ivre,Alfred Chaumel,1949,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El calderero,Le chaudronnier,Georges Rouquier,1950,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,31,,Van Gogh,Alain Resnais,1948,Francia,corto,Francia: El cortometraje francés,,,,Presentado por Salvador Sammaritano
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,31,,Gaugin,Alain Resnais,1950,Francia,corto,Francia: El cortometraje francés,,,,Presentado por Salvador Sammaritano
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,31,,Toulouse-Lautrec,Robert Hessens,1950,Francia,corto,Francia: El cortometraje francés,,,,Presentado por Salvador Sammaritano
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,31,,Guernica,"Alain Resnais, Robert Hessens",1950,Francia,corto,Francia: El cortometraje francés,,,,Presentado por Salvador Sammaritano
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"San Luis, ángel de la paz","Saint-Louis, ange de la paix",Robert Darène,1950,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,28,,Balzac,Jean Vidal,1950,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Fiestas galantes ,Fêtes galantes,Jean Aurel,1951,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Mi amigo Pedro,Mon ami Pierre,"Louis Félix, Paula Neurisse",1951,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,28,,Colette,Yannick Bellon,1951,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Yo me llamaré Guillaume Apollinaire,Je m'appelairais Guillaume Apollinaire,,1954,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Los hombres en la luz,Les hommes dans la lumière,René Lucat,1954,Francia,corto,Francia: El cortometraje francés,,preestreno,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Equilibrios,Equilibres ,Henri Seguy,1954,Francia,corto,Francia: El cortometraje francés,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Echen las redes,T schot is te boord,Herman van der Horst,1952,Holanda,corto,Holanda: El cortometraje,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Los cuatro grandes en la conferencia,,,1952,Holanda,corto,Holanda: El cortometraje,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Arquitectura moderna en Holanda,,Ridi Hornecker,1952,Holanda,corto,Holanda: El cortometraje,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,El espíritu motor,The Moving Spirit,Bob Privett,1952,Reino Unido,corto,Inglaterra: El dibujo animado,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Correo nocturno,Night Mail,"Harry Watt, Basil Wright",1936,Reino Unido,corto,Inglaterra: El documental,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,21,Pasos de ballet,Steps in the Ballet,,1948,Reino Unido,corto,Inglaterra: El documental,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Perfil de una nación,Family Portrait,Humphrey Jennings,1951,Reino Unido,corto,Inglaterra: El documental,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La senda es larga,Thursday's Children,"Lindsay Anderson, Guy Brenton",1954,Reino Unido,corto,Inglaterra: El documental,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,21,,Henry Moore,John Read,1951,Reino Unido,corto,Inglaterra: El film de arte,,,,Presentado por Aldo Luis Persano
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,21,Los dibujos de Leonardo da Vinci,The Drawings of Leonardo da Vinci,Adrian de Potier,1953,Reino Unido,corto,Inglaterra: El film de arte,,,,Presentado por Aldo Luis Persano
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Large es la noche,Odd Man Out,Carol Reed,1947,Reino Unido,largometraje,Inglaterra: Un film de Carol Reed,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La columna trajana,La colonna traiana,,,Italia,corto,Italia: Documentales y films de arte,,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Por el sendero de Leopardi,Sulle orme di Giacomo Leopardi,Franciasco Pasinetti,1940,Italia,corto,Italia: Documentales y films de arte,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Fantasía submarina,Fantasia sottomarina,Roberto Rossellini,1939,Italia,corto,Italia: Documentales y films de arte,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,"Giotto, la capilla de los Sorovegni","Giotto, la capella degli Sorovegni",Glauco Pellegrini,1943,Italia,corto,Italia: Documentales y films de arte,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,La carroza de oro,La carrozza d'oro,Jean Renoir,1952,Italia,largometraje,Italia: Jean Renoir en Italia,,preestreno,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Primavera,Var,Gosta Werner,,Suecia,corto,El documental plástico sueco,,premiere,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Ritmo de una ciudad,Människa I Stad,Arne Sucksdorff,1946,Suecia,corto,El documental plástico sueco,,repetición,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,,,Shunsai o el marido culpable,,,,Japón,,,,,,
Cine Club Núcleo,Argentina,Buenos Aires,1956,agosto,24,"Roma, ciudad abierta","Roma, citta aperta",Roberto Rossellini,1945,Italia,largometraje,,,,,Lecture by Fernando Birri (de Sica's assistant for El techo)
Cine Club Núcleo,Argentina,Buenos Aires,1956,septiembre,28,,Combourg,Jacques de Casembroot,1948,Francia,corto,,,,,
Cine Club del Uruguay,Uruguay,Montevideo,1948,marzo,18,,Napoléon,Abel Gance,1927,Francia,largometraje,,,,,
Cine Club del Uruguay,Uruguay,Montevideo,1948,,,,Varieté,E.A. DuPont,1925,Alemania,largometraje,,,,,
Cine Club del Uruguay,Uruguay,Montevideo,1948,mayo,7,El reparador de cerebros,,Émile Cohl,1908,Francia,corto,,,,Fernando Pereda,
Cine Club del Uruguay,Uruguay,Montevideo,1948,mayo,7,Las hadas,,Walt Disney,,Estados Unidos,corto,,,,,
